,keluhan,bagian,clean_keluhan
832,Wifinya di open library agak lambat dan sering gk konek,OPEN LIBRARY,wifinya open library lambat gk konek
833,Di setiap ruangan private alangkah lebih baik jika diberi pendingin ruangan,OPEN LIBRARY,ruang private alangkah dingin ruang
834,"Buku tentang teknologi cukup lengkap dan update, namun perlu di update seiring dengan perkembangan teknologi",OPEN LIBRARY,buku teknologi lengkap update update iring kembang teknologi
835,Tolong tambahkan koleksi buku untuk referensi dalam coding,OPEN LIBRARY,koleksi buku referensi coding
836,Koleksi buku seputar machine learning masih kurang lengkap,OPEN LIBRARY,koleksi buku putar machine learning lengkap
837,mohon untuk ditambahkan yang lengkap mengenai buku analisis beban kerja Human Capital,OPEN LIBRARY,lengkap kena buku analisis beban kerja human capital
838,Semoga diperbanyak dalam peminjaman ruangan,OPEN LIBRARY,moga pinjam ruang
839,Semoga disetiap ruangan yang dipincam diberi ac,OPEN LIBRARY,moga ruang dipincam ac
840,Makanan atau minuman di kantin harganya jangan mahal mahal,OPEN LIBRARY,makan minum kantin harga mahal mahal
841,"Baik tetapi kurang ramah, mulai dari awal saat akses masuk, front office, dan staff staff didalamnya tetapi tidak semua",OPEN LIBRARY,ramah akses masuk front office staff staff
842,penambahan jam kunjung diakhir pekan (khususnya hari Sabtu),OPEN LIBRARY,jam kunjung akhir pekan khusus sabtu
843,Harga makanan dan minuman di cafe disesuaikan dengan mahasiswa,OPEN LIBRARY,harga makan minum cafe sesuai mahasiswa
844,Saya kesulitan mencari buku tentang big data,OPEN LIBRARY,sulit cari buku big data
845,"Koleksi buku Lumayan lengkap, tetapi ada beberapa yg tidak ada",OPEN LIBRARY,koleksi buku lumayan lengkap
846,"Koleksi buku Cukup lengkap, tapi tidak semua jenis buku terdapat disana",OPEN LIBRARY,koleksi buku lengkap jenis buku
847,di beberapa bagian ruangan masih terasa panas dan komputer di lab film sering rusak,OPEN LIBRARY,ruang asa panas komputer lab film rusak
848,Tambah fasilitas kekinian seperti sofa atau tempat membaca yg lebih nyaman lgi,OPEN LIBRARY,fasilitas sofa baca nyaman
849,Saran dari saya tolong oplib diberi sesuatu hal menarik/event yang dapat meningkatkan minat kunjungan layaknya acara kampus,OPEN LIBRARY,saran oplib menarikevent tingkat minat kunjung layak acara kampus
850,tolong berikan akses yg lebih luas lagi pd web agar orang diluar telkom bisa mngakses oplib tel-u,OPEN LIBRARY,ikan akses luas pd situs orang telkom mngakses oplib
851,Mungkin untuk koleksi buku bisa di tambah Lagi,OPEN LIBRARY,koleksi buku
852,berikan AC untuk seluruh bagian,OPEN LIBRARY,ikan ac
853,Tolong perhatikan komputer yang ada di perpustakaan dan tolong lakukan perbaikan komputer,OPEN LIBRARY,perhati komputer pustaka laku komputer
854,tolong update koleksi buku tentang teknik fisika,OPEN LIBRARY,update koleksi buku teknik fisika
855,Saya masih mendapatkan staff yang kurang ramah,OPEN LIBRARY,staff ramah
856,fasilitas ruangan untuk lesehannya tambahin lagi plis:(,OPEN LIBRARY,fasilitas ruang leseh tambahin
857,Tolong kebersihan ruangan untuk lesehan diperhatikan,OPEN LIBRARY,bersih ruang leseh perhati
858,Suhu ruangan di open library yang kurang dingin,OPEN LIBRARY,suhu ruang open library dingin
859,"Tolong diperhatikan buku-buku yang ada, karena ada beberapa yang sampulnya lepas",OPEN LIBRARY,perhati bukubuku sampul lepas
860,Tolong tambahkan koleksi buku untuk teknologi seperti machine learning,OPEN LIBRARY,koleksi buku teknologi machine learning
861,Saya kesulitan untuk terkoneksi dengan internet yang ada di perpustakaan,OPEN LIBRARY,sulit koneksi internet pustaka
862,Tolong tambahkan koleksi buku tentang deep learning dari Fran�ois Chollet,OPEN LIBRARY,koleksi buku deep learning franois chollet
863,Tambahkan fasilitas beanbag di ruangan lesehan aga semakin nyaman,OPEN LIBRARY,fasilitas beanbag ruang leseh aga nyaman
864,Koleksi tentang statistik masih kurang,OPEN LIBRARY,koleksi statistik
865,Tas untuk pengunjung sudah banyak yang usang butuh diganti,OPEN LIBRARY,tas unjung usang butuh ganti
866,Mohon untuk ruang diskusi diberi pendingin ruangan,OPEN LIBRARY,ruang diskusi dingin ruang
867,Ada buku yang tidak bisa saya unduh secara online di web open library,OPEN LIBRARY,buku unduh online situs open library
868,Banyak buku yang tidak bisa diunduh,OPEN LIBRARY,buku unduh
869,Tolong perbarui link untuk mengunduh buku-buku yang lama,OPEN LIBRARY,link unduh bukubuku
870,saya tidak bisa mendownload buku dalam koleksi open library,OPEN LIBRARY,unduh buku koleksi open library
871,Banyak link untuk mengunduh buku yang mati,OPEN LIBRARY,link unduh buku mati
872,Tolong diperhatikan link untuk mendowload buku,OPEN LIBRARY,perhati link mendowload buku
873,Saya tidak bisa mendowload koleksi buku tentang critical thinking ,OPEN LIBRARY,mendowload koleksi buku critical thinking
874,"Tolong perbanyak buku tentang filsafat, logika dan lain-lain",OPEN LIBRARY,buku filsafat logika lainlain
875,Banyak buku lama yang sudah tidak bisa didownload,OPEN LIBRARY,buku didownload
876,Banyak koleksi digital yang tidak bisa diunduh,OPEN LIBRARY,koleksi digital unduh
877,Tolong tambahkan stop kontak yang ada,OPEN LIBRARY,stop kontak
878,Ruang tengah terasa panas jadi tidak nyaman,OPEN LIBRARY,ruang asa panas nyaman
879,"Tolong informasi untuk akses jurnal, ebook, dan tugas akhir sering ditampilkan",OPEN LIBRARY,informasi akses jurnal ebook tugas akhir tampil
880,Informasi seputar peraturan untuk masuk ke open library untuk diinformasikan secara online dan offline,OPEN LIBRARY,informasi putar atur masuk open library informasi online offline
881,"Air keran di toilet sangat kecil, dan kebersihan toilet yang kurang",OPEN LIBRARY,air keran toilet bersih toilet
882,"mengapa dosen wali saya jarang memberi info2 mengenahi hal2 seperti beasiswa, lomba dll. Apakah memang tidak ada atau bagaimana",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,dosen wali jarang info nahi beasiswa lomba dll
883,"Saya sebagai salah satu Alumni TelU. Apa saya bisa melihat data TAK saya? Karena saya membutuhkan data tersebut. Mohon bantuan dan tanggapannya. Terima Kasih.
Regards,
Radian""",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,salah alumni lihat data tak butuh data bantu tanggap radian
884,"Selamat pagi,&nbsp;
Saya mendapatkan beasiswa prestasi dan sudah memberikan berkas yang di perintahkan oleh Kemahasiswaaan Tel-U di Line, namun saat saya ingin membayar mengapa yang di potong malah BPP semester lalu ya, semester lalu pun saya membayar full karena tidak ada potongan.
Terimakasih mohon segera di proses.",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,paginbsp beasiswa prestasi berkas perintah kemahasiswaaan line bayar potong bpp semester semester bayar full potong proses
885,"saya bima dari s1 TT 2018, kenapa ya informasi beasiswa telkom terasa kurang ?",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,bima s tt informasi beasiswa telkom asa
886,"saya chandra dari d3 telekomunikasi, saya mendapatkan beasiswa OPES dari YPT, tapi pernah ada yang tidak ke input oleh sistem, sehingga saya harus mengurus sendiri pencairan beasiswa nya",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,chandra d telekomunikasi beasiswa opes ypt input sistem urus cair beasiswa nya
887,"saya ryan mahasiswa teknik industri 2016, saya menggunakan beasiswa jpu, tetapi tidak hanya 1x saya mengalami keterlambatan pencairan beasiswa, jadi mepet dengan  registrasi matkul",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,ryan mahasiswa teknik industri beasiswa jpu x alami lambat cair beasiswa mepet registrasi matkul
888,"Selamat pagi,
Saya Andika Tegar Setiawan penerima beasiswa internal JPPAU ingin melaporkan sekaligus komplain berkaitan dengan beasiswa yang saya terima. Sesuai dengan perjanjian sebelumnya, jika IP semester saya memenuhi syarat dan ketentuan saya akan mendapatkan potongan BPP, IP semester yang saya peroleh 3.53, sedangkan pada sistem igracias jumlah BPP masih terhitung jumlah BPP normal, dan ini tidak sesuai dengan perjanjian sebelumnya dimana jika pada batas BPP tertentu saya akan memperoleh potongan BPP. Dikarenakan jumlah BPP belum merupakan hasil potongan saya belum bisa melakukan pembayaran dan registrasi pun terhambat. Saya mohon untuk segera memproses dan menginformasikan berapa BPP yang harus saya bayarkan demi kelancaran saya dalam registrasi di semester ini.
Terimakasih.",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,andika tegar setiawan beasiswa internal jppau lapor komplain kait beasiswa sesuai janji ip semester penuh syarat potong bpp ip semester sistem igracias bpp hitung bpp normal sesuai janji batas bpp potong bpp bpp rupa hasil potong laku bayar registrasi hambat proses informasi bpp bayar lancar registrasi semester
889,"Selamat Sore, bersama ini saya Bagas Fadillah Islamay (1103181171) S1 Sistem Komputer, ingin memberikan komplain terkait beasiswa yang saya terima saat awal penerimaan mahasiswa baru. Pada surat keterangan penerimaan tertera bahwa saya adalah penerima beasiswa JPU, sementara pada tab ""Pembayaran""di iGracias beasiswa saya tertulis JPPAU. Hal ini menimbulkan permasalahan karena pembayaran semester berikutnya untuk JPU dilihat dari IPK saya, sementara JPPAU bayar full. Saya juga sudah melakukan komunikasi dengan bagian admisi namun masih ditunggu konfirmasinya. Dampaknya, hal ini memengaruhi proses KRS saya untuk semester depan, terlebih lagi juga orang tua saya menunggu status untuk masalah pembayaran ini. Mohon sekiranya hal ini terus dicari jalan keluarnya, mohon maaf apabila terdapat salah kata dan mengganggu waktunya, Selamat Sore.&nbsp;",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,bagas fadil islamay s sistem komputer komplain kait beasiswa mahasiswa surat terang tera beasiswa jpu tab pembayarandi igracias beasiswa tulis jppau timbul bayar semester jpu lihat ipk jppau bayar full laku komunikasi admisi tunggu konfirmasi dampak pengaruh proses krs semester orang tua tunggu status bayar sekira cari jalan salah ganggu sorenbsp
890,"Selamat pagi,
Saya ingin bertanya mengenai beasiswa yang saya miliki. Saya mendapatkan beasiswa OSC, yaitu potongan biaya kuliah sebesar 100 . Pada laman pembayaran telah muncul tagihan pembayaran BPP semester depan tanpa ada potongan.&nbsp; Apa yang harus saya lakukan selanjutnya? Apa saya harus melakukan klaim atau sejenisnya agar status di laman pembayaran menjadi lunas?
Terimakasih.",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,kena beasiswa milik beasiswa osc potong biaya kuliah laman bayar muncul tagih bayar bpp semester potongannbsp laku laku klaim jenis status laman bayar lunas
891,"Mohon bantuan cek data beasiswa saya, karena semester ini IPK saya 3.42 tapi Beasiswa Nol.
&nbsp;
Terima kasih",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,bantu cek data beasiswa semester ipk beasiswa nol
892,"Assalamualaikum ,saya jurusan d3 teknik telekomunikasi , ingin menyampaikan komplen untuk pembayaran regitrasi semester ganjil TA 2018/2019 menunjukkan nominal yang salah. NIM saya 6705160009 Saya pemegang beasiswa The Best 3 dan ip semester terakhir ini masih di atas 3.5.   Berikut ini saya cantum kan bukti yang mungkin dapat membantu. Terima kasih atas perhatian dan mohon bantuan .",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,d teknik telekomunikasi komplen bayar regitrasi semester ganjil ta nominal salah pegang beasiswa the best ip semester akhir cantum bukti bantu perhati bantu
893,"Salam,
&nbsp;
Saya mahasiswa FEB tahun 2013 prodi MBTI. Saya sedang menyusun skripsi bab 4 dan 5, namun skripsi tsb sepertinya tidak akan selesai pada saat pendaftaraan sidang bulan Januari 2017. Saya hendak meminta keringanan biaya untuk semester selanjutnya. apakah bisa? apa yang bisa saya lakukan untuk dapat keringanan? saya bersedia untuk part time di layanan mahasiswa di Tel-U jika boleh. saya lakukan ini karena keluarga saya tidak ada biaya untuk membayar semester selanjutnya karena sistemnya masih paket senilai Rp. 6.650.000, namun yang saya butuhkan hanya skripsi sejumlah 4 sks dengan nilai Rp. 1.000.000 jika dibayar per sks. saya telah mengajukan beasiswa berkali-kali ke bagian student affairs namun belum ada yang pernah menghubungi saya. harap keluhan ini dibuka oleh yang berwenang dan segera ditindaklanjuti. sekian, terima kasih.&nbsp;",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,salam mahasiswa feb prodi mbti susun skripsi bab skripsi selesai pendaftaraan sidang januari ringan biaya semester laku ringan sedia part layan mahasiswa laku keluarga biaya bayar semester sistem paket nila rupiah butuh skripsi sks nilai rupiah bayar sks aju beasiswa berkalikali student affairs hubung harap keluh buka wenang ditindaklanjuti sekian kasihnbsp
894,"selamat siang, saya nova mahasiswa mbti 2016, saya mendapat beasiswa the best three, tetapi di semester ini kenapa pencairan beasiswa nya terasa telat ya? Dan mendekati masa regist kuliah ?",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,nova mahasiswa mbti beasiswa the best three semester cair beasiswa nya asa telat regist kuliah
895,"Assalamualaikum, selamat siang pak / bu, saya mau nanya perihal beasiswa prestasi yang masuk ke pembayaran semester yang lalu, padahal untuk semester lalu saya sudah bayar bpp dengan&nbsp; tagihan normal tanpa potongan beasiswa, dan saat saya mau bayar bpp untuk semester ini tagihan&nbsp; tetap normal juga (tanpa potongan beasiswa). Itu gimana ya?&nbsp;
Terimakasih",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,perihal beasiswa prestasi masuk bayar semester semester bayar bpp dengannbsp tagih normal potong beasiswa bayar bpp semester tagihannbsp normal potong beasiswa gimana yanbsp
896,"tolong di cek nama saya, mengapa ip saya memenuhi kriteria beasiswa tetapi di igraciasnya masih tidak ada notif pemberitahuan tentang beasiswa yang saya dapat, mohon ditindaklanjuti",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,cek nama ip penuh kriteria beasiswa igraciasnya pemberitahuan pemberitahuan beasiswa ditindaklanjuti
897,"mohon maaf sebelumnya, saya sebagai penerima beasiswa jpu mahasiswa angkatan 2017 merasa pencairan beasiswa jpu akhir2 ini selalu mepet dengan registrrasi semester baru",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,beasiswa jpu mahasiswa angkat cair beasiswa jpu akhir mepet registrrasi semester
898,mengapa di telkom tidak ada beasiswa untuk mahasiswa yang kurang mampu ?,PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,telkom beasiswa mahasiswa
899,"selamat pagi bapak/ibu. mohon maaf mengganggu waktunya.Saya febriansyah dari Prodi Sistem Informasi angkatan 2016. saya ingin tanya beberapa hal.
yang pertama : pada kolom pembayaran, terdapat keterangan beasiswa pada semester kemarin, sementara beasiswa baru keluar setelah 1 semester berjalan / setelah bpp dibayarkan, jadi apakah beasiswa tersebut akan di alokasikan pada semester selanjutnya atau dicairkan (lampiran)
yang kedua : beasiswa yang diberikan rasanya ada perbedaan yang cukup siginifikan dan sangat jauh. dimana rekan saya yang mendapat juara 2 nasional mendapat beasiswa 3.5 jt pada kolom beasiswa di menu pembayaran&nbsp; (3 orang 1 tim, jika hasil pembagian berarti 1 tim menerima 10,5) , sementara kami hanya 700k (5 orang 1 tim, dimana jika merupakan hasil pembagian, 1 tim hanya menerima 3.5)disini dapat dibandingkan :
juara 2 nasional : 10.5
juara 3 nasional : 3,5
perbedaan ini cukup jauh dan menjadi pertanyaan bagi rekan2 saya. Mohon PenjelasannyaTerima kasih",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,ganggu waktunyasaya febriansyah prodi sistem informasi angkat kolom bayar terang beasiswa semester kemarin beasiswa semester jalan bpp bayar beasiswa alokasi semester cair lampir beasiswa beda siginifikan rekan juara nasional beasiswa jt kolom beasiswa menu pembayarannbsp orang tim hasil arti tim k orang tim rupa hasil tim banding juara nasional juara nasional beda rekan penjelasannyaterima
900,Apakah beasiswa jpu saya dicabut?.&nbsp; Karena IPS saya 3.2 tetapi saya membayar tagihan 100  BPP,PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,beasiswa jpu dicabutnbsp ips bayar tagih bpp
901,"Kenapa saya tidak mendapatkan beasiswa, padahal saya adalah mahasiswa jpu pintar dan ipk saya memenuhi syarat untuk mendapatkan beasiswa",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,beasiswa mahasiswa jpu pintar ipk penuh syarat beasiswa
902,"info beasiswa jaranga saya terima sampai sekarang saya sudah tingkat akhir, mengapa info beasiswa di telyu sangat kurang ?",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,info beasiswa jaranga tingkat akhir info beasiswa telyu
903,"assalamualaikum wr wb, saya neneng mahasiswa D3 Perhotelan, dulu saya daftar telkom melalui jalur JPU dan mendapat beasiswa, tapi yang saya rasakan selama ini pencairan beasiswanya terasa selalu telat, mohon dintindaklanjuti masalah ini. Terimakasih",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,neneng mahasiswa d hotel daftar telkom jalur jpu beasiswa cair beasiswa asa telat dintindaklanjuti
904,informasi beasiswa nya supaya disebarkan lebih luas supaya bsa mencakup seluruh lapisan masyarakat telkom,PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,informasi beasiswa nya sebar luas cakup lapis masyarakat telkom
905,Penyebaran informasi mengenai beasiswa jarang tersebar merata,PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,sebar informasi kena beasiswa jarang sebar
906,"Ditingkatkan jenjang-jenjang beasiswanya, dan dipermudah pengurusannya",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,tingkat jenjangjenjang beasiswa mudah urus
